,,,,ترانه هاي قديمي,,,,,
,,,,57-8,آتشي در سينه دارم جاوداني,همايون شجريان,مرتضي ني داوود,پژمان بختياري,شور (دشتي)
,,,,58-1,امان از اين دل كه داد,قمر,امير جاهد,امير جاهد,سه گاه
,,,,58-2,امان از اين دل كه داد,سروش ايزدي,امير جاهد,امير جاهد,سه گاه
,,,,59-1,تا من آن نرگس مست تو ديدم (نرگس مست),قمر,امير جاهد,امير جاهد,شور
,,,,59-2,تا من آن نرگس مست تو ديدم,شهيدي,امير جاهد,امير جاهد,شور
,,,,59-3,تا من آن نرگس مست تو ديدم,تعريف,امير جاهد,امير جاهد,شور
,,,,59-4,تا من آن نرگس مست تو ديدم,سيامك شجريان,امير جاهد,امير جاهد,شور
,,,,60-1,در بهار اميد بايد آنچه روييد,قمر,امير جاهد,امير جاهد,افشاري
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,60-2,در بهار اميد بايد آنچه روييد,ناظري,امير جاهد,امير جاهد,افشاري
,,,,61-1,ز من نگارم خبر ندارد (ز من نگارم),قمر,درويش خان,بهار,ماهور
,,,,61-2,ز من نگارم خبر ندارد,مرضيه,درويش خان,بهار,ماهور
,,,,61-3,ز من نگارم خبر ندارد,شهيدي,درويش خان,بهار,ماهور
,,,,61-4,ز من نگارم خبر ندارد,ناصح پور,درويش خان,بهار,ماهور
,,,,61-5,ز من نگارم خبر ندارد,شجريان,درويش خان,بهار,ماهور
,,,,61-6,ز من نگارم خبر ندارد,شجريان,درويش خان,بهار,ماهور
,,,,61-7,ز من نگارم خبر ندارد,افتخاري,درويش خان,بهار,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,61-8,ز من نگارم خبر ندارد,پريسا,درويش خان,بهار,ماهور
,,,,62-1,عروس گل از باد صبا (عروس گل),سيما بينا,درويش خان,بهار,سه گاه
,,,,63-1,مرغ سحر ناله سر كن,قمر,مرتضي ني داوود,بهار,ماهور
,,,,63-2,مرغ سحر ناله سر كن,ايران الدوله,مرتضي ني داوود,بهار,ماهور
,,,,63-3,مرغ سحر ناله سر كن,ملوك ضرابي,مرتضي ني داوود,بهار,ماهور
,,,,63-4,مرغ سحر ناله سر كن,روح انگيز,مرتضي ني داوود,بهار,ماهور
,,,,63-5,مرغ سحر ناله سر كن,نادر گلچين,مرتضي ني داوود,بهار,ماهور
,,,,63-6,مرغ سحر ناله سر كن,هنگامه اخوان,مرتضي ني داوود,بهار,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,63-7,مرغ سحر ناله سر كن,شجريان,مرتضي ني داوود,بهار,ماهور
,,,,63-8,مرغ سحر ناله سر كن,شجريان,مرتضي ني داوود,بهار,ماهور
,,,,63-9,مرغ سحر ناله سر كن,اكرم بنايي,مرتضي ني داوود,بهار,ماهور
,,,,63-10,مرغ سحر ناله سر كن,فاضل جمشيدي,مرتضي ني داوود,بهار,ماهور
,,,,63-11,مرغ سحر ناله سر كن,شكيلا,مرتضي ني داوود,بهار,ماهور
,,,,63-12,مرغ سحر ناله سر كن,فرهاد مهراد,مرتضي ني داوود,بهار,ماهور
,,,,63-13,مرغ سحر ناله سر كن,شجريان,مرتضي ني داوود,بهار,ماهور
,,,,63-14,مرغ سحر ناله سر كن,هوشمند عقيلي,مرتضي ني داوود,بهار,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,63-15,مرغ سحر ناله سر كن,جمال منيري,مرتضي ني داوود,بهار,ماهور
,,,,63-16,مرغ سحر ناله سر كن,مهناز معمار,مرتضي ني داوود,بهار,ماهور
,,,,63-17,مرغ سحر ناله سر كن,همايون شجريان,مرتضي ني داوود,بهار,ماهور
,,,,63-18,مرغ سحر ناله سر كن,سالار عقيلي,مرتضي ني داوود,بهار,ماهور
,,,,63-19,مرغ سحر ناله سر كن,عالم قاسم اف,مرتضي ني داوود,بهار,ماهور
,,,,63-20,مرغ سحر ناله سر كن,حميد,مرتضي ني داوود,بهار,ماهور
,,,,64-1,موسم گل، دورة حُسن,قمر,موسي معروفي,وحيد دستگردي,دشتي
,,,,64-2,موسم گل، دورة حُسن,دلكش,موسي معروفي,وحيد دستگردي,دشتي
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,64-3,موسم گل، دورة حُسن,پوران,موسي معروفي,وحيد دستگردي,دشتي
,,,,64-4,موسم گل، دورة حُسن,هنگامه اخوان,موسي معروفي,وحيد دستگردي,دشتي
,,,,64-5,موسم گل، دورة حُسن,ايرج بسطامي,موسي معروفي,وحيد دستگردي,دشتي
,,,,64-6,موسم گل، دورة حُسن,منيژه دروديان,موسي معروفي,وحيد دستگردي,دشتي
,,,,65-1,هزار دستان به چمن,قمر,امير جاهد,امير جاهد,چهارگاه
,,,,65-2,هزار دستان به چمن,شجريان,امير جاهد,امير جاهد,چهارگاه
,,,,65-3,هزار دستان به چمن,سالار عقيلي,امير جاهد,امير جاهد,چهارگاه
,,,,65-4,هزار دستان به چمن,مهربانو,امير جاهد,امير جاهد,چهارگاه
,,,,ترانه هاي بديع زاده، ضرابي، تاج، روح انگيز، روحبخش و بنان,,,,,
,,,,CD 4 (66 - 101),,,,,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,66,به به به به چه خروسي (يكي يه پول خروس),سيد جواد بديع زاده,اسماعيل مهرتاش,غلامرضا روحاني,ماهور
,,,,67,تا ز ولايت آمدم (گل پونه نعناع پونه),سيد جواد بديع زاده,اسماعيل مهرتاش,بديع زاده,ماهور
,,,,68-1,جلوة گل بوي سنبل (جلوة گل),سيد جواد بديع زاده,بديع زاده,نورالله همايون,همايون
,,,,68-2,جلوة گل بوي سنبل (جلوة گل),صديق تعريف,بديع زاده,نورالله همايون,همايون
,,,,69-1,شد خزان گلشن آشنايي (خزان عشق),سيد جواد بديع زاده,بديع زاده,رهي معيري,همايون
,,,,69-2,شد خزان گلشن آشنايي,هوشمند عقيلي,بديع زاده,رهي معيري,همايون
,,,,69-3,شد خزان گلشن آشنايي,فداييان,بديع زاده,رهي معيري,همايون
,,,,70,ماشين مشدي ممدلي,سيد جواد بديع زاده,بديع زاده,غلامرضا روحاني,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,71,تو گل بستان مايي (جلوة دوست),ملوك ضرابي,عبدالله جهان پناه,تورج نگهبان,
,,,,72-1,چه خوش صيد دلم كردي,ملوك ضرابي,اسماعيل مهرتاش,حافظ,چهارگاه
,,,,72-2,چه خوش صيد دلم كردي,عبدالوهاب شهيدي,اسماعيل مهرتاش,حافظ,چهارگاه
,,,,72-3,چه خوش صيد دلم كردي,حميرا,اسماعيل مهرتاش,حافظ,چهارگاه
,,,,72-4,چه خوش صيد دلم كردي,عهديه,اسماعيل مهرتاش,حافظ,چهارگاه
,,,,72-5,چه خوش صيد دلم كردي,حسن ستار,اسماعيل مهرتاش,حافظ,چهارگاه
,,,,73-1,نرمك نرمك از لب چشمه مي آيد (رعنا),ملوك ضرابي,عبدالله جهان پناه,شهرآشوب,بيات ترك
,,,,73-2,نرمك نرمك از لب چشمه مي آيد,ملوك ضرابي,عبدالله جهان پناه,شهرآشوب,بيات ترك
,,,,74,به اصفهان رو كه تا بنگري بهشت ثاني,تاج اصفهاني,عبدالحسين برازنده,بهار,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,75-1,در گلستان از طبيعت بين (رنگهاي طبيعت),تاج اصفهاني,عبدالحسين برازنده,شيدا اصفهاني,افشاري
,,,,75-2,در گلستان از طبيعت بين,عليرضا افتخاري,عبدالحسين برازنده,شيدا اصفهاني,افشاري
,,,,76-1,دل در آتش غم رُخت (شكايت معشوق),تاج اصفهاني,عبدالحسين برازنده,سالك,ابوعطا
,,,,76-2,دل در آتش غم رُخت,پروين,عبدالحسين برازنده,سالك,ابوعطا
,,,,76-3,دل در آتش غم رُخت,سيما بينا,عبدالحسين برازنده,سالك,ابوعطا
,,,,76-4,دل در آتش غم رُخت,افتخاري,عبدالحسين برازنده,سالك,ابوعطا
,,,,76-5,دل در آتش غم رُخت,شاه زيدي,عبدالحسين برازنده,سالك,ابوعطا
,,,,76-6,دل در آتش غم رُخت,محبي زاده,عبدالحسين برازنده,سالك,ابوعطا
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,77-1,دردا كه چون روزگار (عهد شكن),روح انگيز,پرويز ايرانپور,حسين گل گلاب,سه گاه
,,,,77-2,دردا كه چون روزگار,حميرا,پرويز ايرانپور,حسين گل گلاب,سه گاه
,,,,78-1,گفتم غم تو دارم,داريوش رفيعي,,حافظ,همايون
,,,,78-2,گفتم غم تو دارم,داريوش رفيعي,,حافظ,همايون
,,,,78-3,گفتم غم تو دارم,خوانساري,,حافظ,همايون
,,,,78-4,گفتم غم تو دارم,زويا ثابت,,حافظ,همايون
,,,,78-5,گفتم غم تو دارم,شاپور رحيمي,,حافظ,همايون
,,,,78-6,گفتم غم تو دارم,كارگشا,,حافظ,همايون
,,,,79-1,تويي تو شمع سراي من (كبوتر بهشتي),روحبخش,صمدي,نواب صفا,همايون
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,79-2,تويي تو شمع سراي من,اشرفي,صمدي,نواب صفا,همايون
,,,,80-1,دم گاراژ بودم و يارم سوار شد,روحبخش,عباس شاپوري,نواب صفا,سه گاه
,,,,80-2,دم گاراژ بودم و يارم سوار شد,روحبخش,عباس شاپوري,نواب صفا,سه گاه
,,,,80-3,دم گاراژ بودم و يارم سوار شد,آفت,عباس شاپوري,نواب صفا,سه گاه
,,,,80-4,دم گاراژ بودم و يارم سوار شد,فرح,عباس شاپوري,نواب صفا,سه گاه
,,,,80-5,دم گاراژ بودم و يارم سوار شد,جلال همتي,عباس شاپوري,نواب صفا,سه گاه
,,,,81-1,موسم گل شد و وقت گل چيدن,ملوك ضرابي,محلي كرمانشاهي,نواب صفا,شور
,,,,81-2,موسم گل شد و وقت گل چيدن,غزال,محلي كرمانشاهي,نواب صفا,شور
,,,,81-3,موسم گل شد و وقت گل چيدن,پروا,محلي كرمانشاهي,نواب صفا,شور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,82-1,آمد اما در نگاهش (مستي رويا),بنان,خالقي,ورزي,اصفهان
,,,,82-2,آمد اما در نگاهش ,الهه,خالقي,ورزي,اصفهان
,,,,82-3,آمد اما در نگاهش ,مهستي - ستار,روح الله خالقي,ابوالحسن ورزي,اصفهان
,,,,82-4,آمد اما در نگاهش ,هايده,خالقي,ورزي,اصفهان
,,,,83-1,آمدي جانم به قربانت (حالا چرا),بنان,خالقي,شهريار,نوا
,,,,83-2,آمدي جانم به قربانت,كاوه ديلمي,خالقي,شهريار,نوا
,,,,83-3,آمدي جانم به قربانت,مختاباد,خالقي,شهريار,نوا
,,,,83-4,آمدي جانم به قربانت,شيدا - جاهد,خالقي,شهريار,نوا
,,,,83-5,آمدي جانم به قربانت,سالار عقيلي,خالقي,شهريار,نوا
,,,,83-6,آمدي جانم به قربانت,عليرضا قرباني,خالقي,شهريار,نوا
,,,,84-1,اي آتشين لاله,بنان,روح الله خالقي,رهي معيري,افشاري
,,,,84-2,اي آتشين لاله,ناهيد,روح الله خالقي,رهي معيري,افشاري
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,85-1,اي اميد دل من كجايي,بنان,پرويز ياحقي,نواب صفا,شور
,,,,85-2,اي اميد دل من كجايي,مرضيه,پرويز ياحقي,نواب صفا,شور
,,,,85-3,اي اميد دل من كجايي,سالار عقيلي,پرويز ياحقي,نواب صفا,شور
,,,,86-1,باز اي الهة ناز با دل من بساز,بنان,اكبر محسني,كريم فكور,دشتي
,,,,86-2,باز اي الهة ناز با دل من بساز,هوشمند عقيلي,اكبر محسني,كريم فكور,دشتي
,,,,86-3,باز اي الهة ناز با دل من بساز,مصاحبه,اكبر محسني,كريم فكور,دشتي
,,,,86-4,باز اي الهة ناز با دل من بساز,فرزين,اكبر محسني,كريم فكور,دشتي
,,,,86-5,باز اي الهة ناز با دل من بساز,معين,اكبر محسني,كريم فكور,دشتي
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,86-6,باز اي الهة ناز با دل من بساز,قدمي,اكبر محسني,كريم فكور,دشتي
,,,,86-7,باز اي الهة ناز با دل من بساز,اشرفي,اكبر محسني,كريم فكور,دشتي
,,,,87-1,بوي جوي موليان (چنگ رودكي),بنان - مرضيه,خالقي,رودكي,اصفهان
,,,,87-2,بوي جوي موليان,همسرايان,خالقي,رودكي,اصفهان
,,,,88-1,تا بهار دلنشين آمده سوي چمن,بنان,روح الله خالقي,بيژن ترقي,اصفهان
,,,,88-2,تا بهار دلنشين آمده سوي چمن,سيما بينا,روح الله خالقي,بيژن ترقي,اصفهان
,,,,88-3,تا بهار دلنشين آمده سوي چمن,هوشمند عقيلي,روح الله خالقي,بيژن ترقي,اصفهان
,,,,88-4,تا بهار دلنشين آمده سوي چمن,كاوه ديلمي,روح الله خالقي,بيژن ترقي,اصفهان
,,,,89-1,تو گل زيباي مني (بخت بيدار),بنان,اكبر محسني,نواب صفا,شور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,89-2,تو گل زيباي مني (بخت بيدار),مرضيه,اكبر محسني,نواب صفا,شور
,,,,89-3,تو گل زيباي مني (بخت بيدار),مختاباد,اكبر محسني,نواب صفا,شور
,,,,90,جويبار نغمه مي غلتيد گفتي بر حرير (ياد يار مهربان),كاوه ديلمي,فرهاد فخرالديني,فريدون مشيري,سه گاه
,,,,91,چون دراي كاروان، در ميان شبروان (توشة عمر),بنان,مهدي مفتاح,معيني كرمانشاهي,شوشتري
,,,,92-1,چنانم بانگ ني آتش بر جان زد (نواي ني),بنان,مرتضي محجوبي,رهي معيري,دشتي
,,,,92-2,چنانم بانگ ني آتش بر جان زد,پوران,مرتضي محجوبي,رهي معيري,دشتي
,,,,92-3,چنانم بانگ ني آتش بر جان زد,سوگُل,مرتضي محجوبي,رهي معيري,دشتي
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,93,ديدي اي مه كه ناگه (گل به مستان),بنان,حسين ياحقي,رهي معيري,دشتي
,,,,94,مرا ز چشمت افكندي دگر چه مي خواهي (دگر چه مي خواهي),بنان,اكبر محسني,تيمور تاش,همايون
,,,,95-1,مرا عاشقي شيدا، فارغ از دنيا تو كردي,بنان,علي تجويدي,منيرطه,سه گاه
,,,,95-2,مرا عاشقي شيدا، فارغ از دنيا تو كردي,محمدرضا شجريان,علي تجويدي,منيرطه,سه گاه
,,,,95-3,مرا عاشقي شيدا، فارغ از دنيا تو كردي,محمدرضا شجريان,علي تجويدي,منيرطه,سه گاه
,,,,96-1,من بيدل ساقي به نگاهي مستم,بنان,مرتضي محجوبي,رهي معيري,سه گاه
,,,,96-2,من بيدل ساقي به نگاهي مستم,مرضيه,مرتضي محجوبي,رهي معيري,سه گاه
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,97-1,من از روز ازل ديوانه بودم,بنان,مرتضي محجوبي,رهي معيري,مخالف سه گاه
,,,,97-2,من از روز ازل ديوانه بودم,مرضيه,مرتضي محجوبي,رهي معيري,مخالف سه گاه
,,,,97-3,من از روز ازل ديوانه بودم,شجريان,مرتضي محجوبي,رهي معيري,مخالف سه گاه
,,,,97-4,من از روز ازل ديوانه بودم,الهه - ستار,مرتضي محجوبي,رهي معيري,مخالف سه گاه
,,,,98-1,نازنين دختركي، دختر بانمكي (دختر فال بين),بنان,اكبر محسني,كريم فكور,افشاري
,,,,98-2,نازنين دختركي، دختر بانمكي,هوشمند عقيلي,اكبر محسني,كريم فكور,افشاري
,,,,99-1,نه دل مفتون دلبندي (خاموش),بنان,روح الله خالقي,رهي معيري,ماهور
,,,,99-2,نه دل مفتون دلبندي,احمد ظاهر,روح الله خالقي,رهي معيري,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,99-3,نه دل مفتون دلبندي,گلپا,روح الله خالقي,رهي معيري,ماهور
,,,,99-4,نه دل مفتون دلبندي,ايرج بسطامي,روح الله خالقي,رهي معيري,ماهور
,,,,100-1,همه شب نالم چون ني (كاروان),بنان,مرتضي محجوبي,رهي معيري,دشتي - ديلمان
,,,,100-2,همه شب نالم چون ني ,مرضيه,مرتضي محجوبي,رهي معيري,دشتي - ديلمان
,,,,100-3,همه شب نالم چون ني ,محمود كريمي,مرتضي محجوبي,رهي معيري,دشتي - ديلمان
,,,,100-4,همه شب نالم چون ني ,هوشمند عقيلي,مرتضي محجوبي,رهي معيري,دشتي - ديلمان
,,,,101-1,يار بيگانه نوازم، شرح عشق جان گدازم (دلشكن),بنان,اكبر محسني,بيژن ترقي,دشتي
,,,,101-2,يار بيگانه نوازم، شرح عشق جان گدازم,ايرج بسطامي,اكبر محسني,بيژن ترقي,دشتي
,,,,ترانه هاي قوامي، ناهيد، دلكش و خوانساري,,,,,
,,,,CD 5 (102 - 132),,,,,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,102-1,اي جواني رفتي ز دستم (جواني),قوامي,حسين ياحقي,نواب صفا,افشاري
,,,,102-2,اي جواني رفتي ز دستم,الهه,حسين ياحقي,نواب صفا,افشاري
,,,,103,در كفت دارم ولي,قوامي,علي اكبر شيدا,حبيب خراساني,بيات ترك
,,,,104-1,رفتي و باز آمدي ,قوامي,بديع زاده,نواب صفا,سه گاه
,,,,104-2,رفتي و باز آمدي ,مرضيه,بديع زاده,نواب صفا,سه گاه
,,,,105-1,شبي كه آواز ني تو شنيدم (سرگشته),قوامي,همايون خرم,سايه,همايون
,,,,105-2,شبي كه آواز ني تو شنيدم,هوشمند عقيلي,همايون خرم,سايه,همايون
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,105-3,شبي كه آواز ني تو شنيدم,الهه,همايون خرم,سايه,همايون
,,,,105-4,شبي كه آواز ني تو شنيدم,هوشمند عقيلي,همايون خرم,سايه,همايون
,,,,105-5,شبي كه آواز ني تو شنيدم,هوشمند عقيلي,همايون خرم,سايه,همايون
,,,,105-6,شبي كه آواز ني تو شنيدم,ستار - مهستي,همايون خرم,سايه,همايون
,,,,105-7,شبي كه آواز ني تو شنيدم,اصفهاني,همايون خرم,سايه,همايون
,,,,106-1,غم و غصه توي قلبم لونه كرد,ناهيد,سيروس ساغري,جهانبخش پازوكي,دشتي
,,,,106-2,غم و غصه توي قلبم لونه كرد,هوشمند عقيلي,سيروس ساغري,جهانبخش پازوكي,دشتي
,,,,107,به شب لحظه اي كه در دامن افق (نواي چوپان),منوچهر همايون پور,منوچهر همايون پور,شهرآب,شوشتري
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,108-1,آتشي ز كاروان جدا مانده,دلكش,علي تجويدي,بيژن ترقي,شور
,,,,108-2,آتشي ز كاروان جدا مانده,جلال همتي,علي تجويدي,بيژن ترقي,شور
,,,,108-3,آتشي ز كاروان جدا مانده,افتخاري,علي تجويدي,بيژن ترقي,شور
,,,,108-4,آتشي ز كاروان جدا مانده,دلكش,علي تجويدي,بيژن ترقي,شور
,,,,109-1,آمد آمد با دلجويي (تنها منشين),دلكش,علي تجويدي,معيني كرمانشاهي,اصفهان
,,,,109-2,آمد آمد با دلجويي ,افتخاري,علي تجويدي,معيني كرمانشاهي,اصفهان
,,,,110-1,آمدم، آمدم كه سرآيد انتظار تو,دلكش,مجيد وفادار,نظام فاطمي,اصفهان
,,,,110-2,آمدم، آمدم كه سرآيد انتظار تو,هوشمند عقيلي,مجيد وفادار,نظام فاطمي,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,111-1,آمد نوبهار طي شد هجر يار (آهنگ نشاط),دلكش,مهدي خالدي,نواب صفا,اصفهان
,,,,111-2,آمد نوبهار طي شد هجر يار,سيمين غانم,مهدي خالدي,نواب صفا,اصفهان
,,,,111-3,آمد نوبهار طي شد هجر يار,نادر گلچين,مهدي خالدي,نواب صفا,اصفهان
,,,,112-1,اميد جانم ز سفر بازآمد (بازگشته),دلكش,علي تجويدي,معيني كرمانشاهي,اصفهان
,,,,112-2,اميد جانم ز سفر بازآمد,افتخاري,علي تجويدي,معيني كرمانشاهي,اصفهان
,,,,113-1,اين همه آشفته حالي,دلكش,علي تجويدي,معيني كرمانشاهي,شور
,,,,113-2,اين همه آشفته حالي,جلال همتي,علي تجويدي,معيني كرمانشاهي,شور
,,,,113-3,اين همه آشفته حالي,افتخاري,علي تجويدي,معيني كرمانشاهي,شور
,,,,113-4,اين همه آشفته حالي,شكيلا,علي تجويدي,معيني كرمانشاهي,شور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,114-1,بردي از يادم، دادي بر بادم,دلكش - ويگن,مصطفي گرگين زاده,پرويز خطيبي,اصفهان
,,,,114-2,بردي از يادم، دادي بر بادم,هايده - عقيلي,مصطفي گرگين زاده,پرويز خطيبي,اصفهان
,,,,114-3,بردي از يادم، دادي بر بادم,بيگدلي,مصطفي گرگين زاده,پرويز خطيبي,اصفهان
,,,,114-4,بردي از يادم، دادي بر بادم,دلكش - عقيلي,مصطفي گرگين زاده,پرويز خطيبي,اصفهان
,,,,114-5,بردي از يادم، دادي بر بادم,دلكش,مصطفي گرگين زاده,پرويز خطيبي,اصفهان
,,,,114-6,بردي از يادم، دادي بر بادم,سالار عقيلي,مصطفي گرگين زاده,پرويز خطيبي,اصفهان
,,,,114-7,بردي از يادم، دادي بر بادم,افتخاري,مصطفي گرگين زاده,پرويز خطيبي,اصفهان
,,,,114-8,بردي از يادم، دادي بر بادم,زهره جويا,مصطفي گرگين زاده,پرويز خطيبي,اصفهان
,,,,115,بيا دستم به دامانت تو تنهايي و من تنها,دلكش,مجيد وفادار,ابوالحسن ورزي,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,116-1,پرسون پرسون يواش يواش,دلكش,,,اصفهان
,,,,116-2,پرسون پرسون يواش يواش,دلكش,,,اصفهان
,,,,116-3,پرسون پرسون يواش يواش,گروه كر,,,اصفهان
,,,,117,تو فروغ دلهاي بيماري (آرزو),دلكش,مجيد وفادار,تورج نگهبان,ماهور
,,,,118,در سر سودايي دارم (دنياي من),دلكش,مجيد وفادار,نواب صفا,ماهور
,,,,119-1,ديگر از تو بانگ طرب (ساز شكسته),دلكش,نيلوفر (دلكش),شهرآشوب,چهارگاه
,,,,119-2,ديگر از تو بانگ طرب,دلكش,نيلوفر (دلكش),شهرآشوب,چهارگاه
,,,,120-1,سحر كه از كوه بلند (جام طلا),دلكش,مجيد وفادار,نظام فاطمي,ابوعطا
,,,,120-2,سحر كه از كوه بلند (جام طلا),جلال همتي,مجيد وفادار,نظام فاطمي,ابوعطا
,,,,120-3,سحر كه از كوه بلند (جام طلا),دلكش,مجيد وفادار,نظام فاطمي,ابوعطا
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,121-1,كجا سفر رفتي كه بي خبر رفتي,دلكش,علي تجويدي,معيني كرمانشاهي,چهارگاه
,,,,121-2,كجا سفر رفتي كه بي خبر رفتي,جلال همتي,علي تجويدي,معيني كرمانشاهي,چهارگاه
,,,,121-3,كجا سفر رفتي كه بي خبر رفتي,افتخاري,علي تجويدي,معيني كرمانشاهي,چهارگاه
,,,,122-1,گردبادم از غم بيداد هستي (گردباد),دلكش,پرويز ياحقي,بيژن ترقي,اصفهان
